word,unified_rank,moe_level,ngsl_rank
similarity,3520,3,0
simplify,3521,3,0
singular,3522,3,0
skyscraper,3523,3,0
slash,3524,3,0
slaughter,3525,3,0
slippery,3526,3,0
slogan,3527,3,0
smog,3528,3,0
smoky,3529,3,0
sneak,3530,3,0
sneeze,3531,3,0
snowman,3532,3,0
sob,3533,3,0
sociable,3534,3,0
sometime,3535,3,0
sorrow,3536,3,0
souvenir,3537,3,0
sow,3538,3,0
soybean,3539,3,0
spacecraft,3540,3,0
spacecraftspaceship,3541,3,0
spaceship,3542,3,0
spade,3543,3,0
spark,3544,3,0
sparkle,3545,3,0
specialize,3546,3,0
spectator,3547,3,0
spicy,3548,3,0
spill,3549,3,0
spinach,3550,3,0
spit,3551,3,0
spite,3552,3,0
splash,3553,3,0
splendid,3554,3,0
spoil,3555,3,0
sportsmanship,3556,3,0
sportsperson,3557,3,0
sportswoman,3558,3,0
sprinkle,3559,3,0
squeeze,3560,3,0
squirrel,3561,3,0
stab,3562,3,0
staircase,3563,3,0
stare,3564,3,0
starvation,3565,3,0
starve,3566,3,0
statue,3567,3,0
steer,3568,3,0
stepfather,3569,3,0
stepmother,3570,3,0
stiff,3571,3,0
stimulate,3572,3,0
stimulus,3573,3,0
sting,3574,3,0
stocking,3575,3,0
stool,3576,3,0
storey,3577,3,0
storyteller,3578,3,0
strive,3579,3,0
stubborn,3580,3,0
submarine,3581,3,0
subtract,3582,3,0
suburb,3583,3,0
suitcase,3584,3,0
summarize,3585,3,0
sunbathe,3586,3,0
sunlight,3587,3,0
supporter,3588,3,0
surrender,3589,3,0
surroundings,3590,3,0
suspend,3591,3,0
suspicion,3592,3,0
suspicious,3593,3,0
swear,3594,3,0
sweat,3595,3,0
swell,3596,3,0
syllable,3597,3,0
symbolize,3598,3,0
sympathetic,3599,3,0
sympathize,3600,3,0
symptom,3601,3,0
syrup,3602,3,0
tablecloth,3603,3,0
tack,3604,3,0
tailor,3605,3,0
tame,3606,3,0
tasty,3607,3,0
tease,3608,3,0
telegraph,3609,3,0
televise,3610,3,0
tempo,3611,3,0
tendency,3612,3,0
tense,3613,3,0
terrify,3614,3,0
thankful,3615,3,0
theirs,3616,3,0
thirst,3617,3,0
thoughtful,3618,3,0
threaten,3619,3,0
thunderstorm,3620,3,0
tickle,3621,3,0
tighten,3622,3,0
timetable,3623,3,0
timid,3624,3,0
tiptoe,3625,3,0
tiresome,3626,3,0
tolerant,3627,3,0
tolerate,3628,3,0
tomb,3629,3,0
toothpaste,3630,3,0
torch,3631,3,0
tornado,3632,3,0
tortoise,3633,3,0
toss,3634,3,0
tow,3635,3,0
tragic,3636,3,0
transplant,3637,3,0
tremble,3638,3,0
trifle,3639,3,0
truthful,3640,3,0
tulip,3641,3,0
tumble,3642,3,0
tutor,3643,3,0
twig,3644,3,0
twinkle,3645,3,0
typewriter,3646,3,0
typist,3647,3,0
underwater,3648,3,0
underweight,3649,3,0
unite,3650,3,0
untouched,3651,3,0
upward,3652,3,0
useless,3653,3,0
utter,3654,3,0
vacant,3655,3,0
vague,3656,3,0
vain,3657,3,0
vanish,3658,3,0
vapor,3659,3,0
vase,3660,3,0
vein,3661,3,0
viable,3662,3,0
vibrate,3663,3,0
vigorous,3664,3,0
violate,3665,3,0
violet,3666,3,0
violinist,3667,3,0
vivid,3668,3,0
volcano,3669,3,0
vowel,3670,3,0
voyage,3671,3,0
waltz,3672,3,0
wander,3673,3,0
wardrobe,3674,3,0
warfare,3675,3,0
warmth,3676,3,0
warn,3677,3,0
warship,3678,3,0
watchman,3679,3,0
weave,3680,3,0
weep,3681,3,0
weigh,3682,3,0
westerner,3683,3,0
whichever,3684,3,0
whip,3685,3,0
whisper,3686,3,0
whistle,3687,3,0
whoever,3688,3,0
whomever,3689,3,0
wildly,3690,3,0
wink,3691,3,0
wipe,3692,3,0
worthless,3693,3,0
worthwhile,3694,3,0
wreck,3695,3,0
wrinkle,3696,3,0
yawn,3697,3,0
yell,3698,3,0
yoghurt,3699,3,0
yogurt,3700,3,0
yolk,3701,3,0
youngster,3702,3,0
youthful,3703,3,0
zipper,3704,3,0
application,3705,3,509
cart,3706,3,510
staff,3707,3,511
feedback,3708,3,514
comment,3709,3,525
financial,3710,3,526
working,3711,3,528
tax,3712,3,531
mobile,3713,3,534
payment,3714,3,539
equipment,3715,3,540
performance,3716,3,557
quote,3717,3,561
additional,3718,3,585
password,3719,3,586
status,3720,3,602
browse,3721,3,603
audio,3722,3,612
analysis,3723,3,626
request,3724,3,627
fax,3725,3,628
committee,3726,3,643
reference,3727,3,666
delivery,3728,3,673
net,3729,3,674
original,3730,3,691
self,3731,3,697
council,3732,3,698
entertainment,3733,3,707
log,3734,3,713
edition,3735,3,719
association,3736,3,726
due,3737,3,761
electronics,3738,3,763
database,3739,3,768
district,3740,3,789
statement,3741,3,795
document,3742,3,809
written,3743,3,815
via,3744,3,826
nude,3745,3,828
reading,3746,3,839
auto,3747,3,845
global,3748,3,857
risk,3749,3,876
various,3750,3,880
commercial,3751,3,885
construction,3752,3,904
loan,3753,3,916
beauty,3754,3,918
india,3755,3,920
engineering,3756,3,931
license,3757,3,937
corporate,3758,3,948
response,3759,3,955
hardware,3760,3,957
writing,3761,3,968
discount,3762,3,975
political,3763,3,984
advertise,3764,3,986
stuff,3765,3,992
oh,3766,3,995
absolute,3767,3,0
abuse,3768,3,2225
academic,3769,3,1506
accent,3770,3,0
acceptable,3771,3,0
acceptance,3772,3,2187
accepted,3773,3,1752
accommodate,3774,3,0
accommodation,3775,3,1349
accomplish,3776,3,0
achievement,3777,3,0
acid,3778,3,2570
acquisition,3779,3,0
acre,3780,3,0
actual,3781,3,1920
administration,3782,3,1041
admission,3783,3,0
advisor,3784,3,0
affiliate,3785,3,2136
afford,3786,3,0
aged,3787,3,0
agency,3788,3,1011
agent,3789,3,1441
alcohol,3790,3,0
alert,3791,3,2450
allowance,3792,3,0
alternative,3793,3,1485
aluminium,3794,3,0
amateur,3795,3,1935
ambassador,3796,3,0
analyst,3797,3,0
analyze,3798,3,0
angle,3799,3,0
anniversary,3800,3,0
announce,3801,3,0
announcement,3802,3,0
anxiety,3803,3,0
apart,3804,3,0
app,3805,3,0
appeal,3806,3,2842
applicable,3807,3,2354
applicant,3808,3,0
appointment,3809,3,0
appreciation,3810,3,0
approve,3811,3,0
aquarium,3812,3,0
arch,3813,3,0
architect,3814,3,0
architecture,3815,3,1969
argument,3816,3,2077
arise,3817,3,0
arrangement,3818,3,0
arrival,3819,3,0
arrow,3820,3,0
artificial,3821,3,0
artistic,3822,3,0
ash,3823,3,0
aside,3824,3,0
assembly,3825,3,2379
asset,3826,3,0
associate,3827,3,2475
assurance,3828,3,0
assure,3829,3,0
athletic,3830,3,0
atmosphere,3831,3,0
atom,3832,3,2431
atomic,3833,3,0
attempt,3834,3,0
attract,3835,3,0
attraction,3836,3,0
attractive,3837,3,0
auction,3838,3,1841
authentic,3839,3,0
automobile,3840,3,0
aware,3841,3,0
background,3842,3,1583
bacon,3843,3,0
bacteria,3844,3,0
balance,3845,3,1963
bald,3846,3,0
ballet,3847,3,0
ban,3848,3,0
bang,3849,3,0
banking,3850,3,2638
bare,3851,3,0
barely,3852,3,0
bargain,3853,3,0
barn,3854,3,0
barrel,3855,3,0
barrier,3856,3,0
basin,3857,3,0
battery,3858,3,1606
battle,3859,3,2541
bay,3860,3,1026
bc,3861,3,2585
beam,3862,3,0
beast,3863,3,0
belly,3864,3,0
bend,3865,3,0
beneath,3866,3,0
berry,3867,3,0
bet,3868,3,0
bible,3869,3,1820
bid,3870,3,1138
billion,3871,3,2522
bin,3872,3,1443
bind,3873,3,0
bingo,3874,3,0
biography,3875,3,0
birth,3876,3,2223
blend,3877,3,0
bless,3878,3,0
blink,3879,3,0
blond,3880,3,0
blonde,3881,3,0
bloody,3882,3,0
bloom,3883,3,0
bold,3884,3,0
booking,3885,3,0
boot,3886,3,0
border,3887,3,0
bound,3888,3,0
bra,3889,3,0
bracelet,3890,3,0
brass,3891,3,0
breed,3892,3,0
bride,3893,3,0
brilliant,3894,3,0
broke,3895,3,0
brook,3896,3,0
brutal,3897,3,0
bubble,3898,3,0
budget,3899,3,1383
buffalo,3900,3,0
bull,3901,3,0
bullet,3902,3,0
bulletin,3903,3,0
bunch,3904,3,0
burden,3905,3,0
bureau,3906,3,2973
bush,3907,3,1122
buzz,3908,3,0
cabin,3909,3,0
calcium,3910,3,0
calculate,3911,3,0
campaign,3912,3,2171
canvas,3913,3,0
capital,3914,3,1163
capture,3915,3,0
carbon,3916,3,0
cargo,3917,3,0
cast,3918,3,2394
casual,3919,3,0
catalog,3920,3,1426
cattle,3921,3,0
cave,3922,3,0
celebration,3923,3,0
cement,3924,3,0
ceremony,3925,3,0
certificate,3926,3,1869
chain,3927,3,2242
chamber,3928,3,0
champion,3929,3,0
championship,3930,3,0
characteristic,3931,3,0
charm,3932,3,0
checkout,3933,3,2514
chest,3934,3,0
chick,3935,3,0
chip,3936,3,0
chorus,3937,3,0
christ,3938,3,2793
christian,3939,3,1308
cigarette,3940,3,0
cinema,3941,3,0
circular,3942,3,0
circulation,3943,3,0
circus,3944,3,0
civilian,3945,3,0
civilization,3946,3,0
classification,3947,3,0
clay,3948,3,0
cleaner,3949,3,0
client,3950,3,1160
cliff,3951,3,0
clinic,3952,3,0
clip,3953,3,2549
cloth,3954,3,0
clothing,3955,3,1110
cloud,3956,3,0
coal,3957,3,0
cock,3958,3,2152
cocktail,3959,3,0
cognitive,3960,3,0
collar,3961,3,0
colony,3962,3,0
colored,3963,3,0
column,3964,3,2239
combination,3965,3,2810
combine,3966,3,0
comedy,3967,3,0
comfort,3968,3,2835
coming,3969,3,1148
commander,3970,3,0
commerce,3971,3,1924
communication,3972,3,1257
communist,3973,3,0
companion,3974,3,0
comparative,3975,3,0
comparison,3976,3,2255
compete,3977,3,0
competition,3978,3,2078
competitive,3979,3,0
complaint,3980,3,0
component,3981,3,2040
composer,3982,3,0
composition,3983,3,0
concentration,3984,3,0
concerning,3985,3,0
concert,3986,3,0
conclusion,3987,3,0
concrete,3988,3,0
condition,3989,3,1067
confidence,3990,3,0
confusion,3991,3,0
congress,3992,3,2062
conjunction,3993,3,0
connect,3994,3,1819
connection,3995,3,1327
conscious,3996,3,0
consensus,3997,3,0
consent,3998,3,0
conservative,3999,3,0
considerable,4000,3,0
consideration,4001,3,0
consistent,4002,3,0
constant,4003,3,0
constitution,4004,3,0
consultant,4005,3,0
consumer,4006,3,1185
container,4007,3,0
contemporary,4008,3,2871
contest,4009,3,0
continent,4010,3,0
continental,4011,3,0
continuous,4012,3,0
contribute,4013,3,0
controller,4014,3,0
convention,4015,3,2829
conventional,4016,3,0
convert,4017,3,0
cooperation,4018,3,0
cooperative,4019,3,0
coordinate,4020,3,0
cope,4021,3,0
copper,4022,3,0
cord,4023,3,0
core,4024,3,1617
corporation,4025,3,1088
costume,4026,3,0
cottage,4027,3,0
counter,4028,3,2277
courtesy,4029,3,0
cowboy,4030,3,0
crack,4031,3,0
cradle,4032,3,0
craft,4033,3,0
crash,4034,3,0
creation,4035,3,2710
creative,4036,3,1725
creator,4037,3,0
creature,4038,3,0
crew,4039,3,0
cricket,4040,3,0
criminal,4041,3,2384
criterion,4042,3,0
critical,4043,3,1783
crown,4044,3,0
crystal,4045,3,2716
customs,4046,3,0
dairy,4047,3,0
dam,4048,3,0
damn,4049,3,0
dare,4050,3,0
dash,4051,3,0
deadline,4052,3,0
decade,4053,3,0
deck,4054,3,0
declaration,4055,3,0
declare,4056,3,0
defeat,4057,3,0
defend,4058,3,0
defense,4059,3,2141
defensive,4060,3,0
deficit,4061,3,0
definition,4062,3,1786
delete,4063,3,2377
demand,4064,3,1829
demanding,4065,3,0
democrat,4066,3,0
demonstration,4067,3,0
dense,4068,3,0
departure,4069,3,0
dependent,4070,3,0
deposit,4071,3,0
depression,4072,3,0
depth,4073,3,2499
deputy,4074,3,0
deserve,4075,3,0
designer,4076,3,2589
desirable,4077,3,0
desperate,4078,3,0
destination,4079,3,2523
destroy,4080,3,0
destruction,4081,3,0
detail,4082,3,1799
detailed,4083,3,1579
detect,4084,3,0
detective,4085,3,0
determination,4086,3,0
device,4087,3,1634
devil,4088,3,0
devoted,4089,3,0
dialog,4090,3,0
differ,4091,3,0
digest,4092,3,0
digit,4093,3,0
dim,4094,3,0
dip,4095,3,0
diploma,4096,3,0
dirt,4097,3,0
disability,4098,3,0
disabled,4099,3,0
disagree,4100,3,0
discipline,4101,3,0
discovery,4102,3,0
disease,4103,3,1351
disk,4104,3,2458
disorder,4105,3,0
dispute,4106,3,0
distant,4107,3,0
distinguished,4108,3,0
distribution,4109,3,1219
dive,4110,3,0
divine,4111,3,0
divorce,4112,3,0
dock,4113,3,0
dominant,4114,3,0
donate,4115,3,0
dose,4116,3,0
drag,4117,3,0
dramatic,4118,3,0
dressed,4119,3,0
drill,4120,3,0
drunk,4121,3,0
dump,4122,3,0
durable,4123,3,0
duration,4124,3,0
dust,4125,3,0
dynamic,4126,3,2726
earnings,4127,3,0
earthquake,4128,3,0
ease,4129,3,0
echo,4130,3,0
economics,4131,3,2569
editor,4132,3,1220
editorial,4133,3,2551
educational,4134,3,1463
efficiency,4135,3,0
efficient,4136,3,0
elderly,4137,3,0
electricity,4138,3,0
electronic,4139,3,1055
elegant,4140,3,0
eliminate,4141,3,0
elsewhere,4142,3,0
embassy,4143,3,0
emergency,4144,3,1909
emotional,4145,3,0
emperor,4146,3,0
emphasis,4147,3,0
empire,4148,3,0
employee,4149,3,1792
employer,4150,3,0
employment,4151,3,1024
ending,4152,3,1888
engage,4153,3,0
enlarge,4154,3,2479
enlargement,4155,3,0
enquiry,4156,3,0
ensure,4157,3,1372
enterprise,4158,3,1460
entry,4159,3,1000
equality,4160,3,0
era,4161,3,0
escape,4162,3,0
essay,4163,3,0
essential,4164,3,2131
essentially,4165,3,0
etc,4166,3,1603
ethnic,4167,3,0
evaluation,4168,3,1751
everyday,4169,3,0
exactly,4170,3,2506
examination,4171,3,0
excellence,4172,3,0
exception,4173,3,0
exceptional,4174,3,0
exchange,4175,3,1050
excitement,4176,3,0
exclude,4177,3,0
executive,4178,3,1102
exhaust,4179,3,0
exhibit,4180,3,0
exhibition,4181,3,0
existence,4182,3,0
expansion,4183,3,0
expense,4184,3,0
experiment,4185,3,0
experimental,4186,3,0
explanation,4187,3,0
explore,4188,3,2508
explorer,4189,3,0
explosion,4190,3,0
exposure,4191,3,2878
expression,4192,3,2553
extend,4193,3,0
extension,4194,3,2335
extensive,4195,3,0
extent,4196,3,0
extraordinary,4197,3,0
extreme,4198,3,2685
facial,4199,3,0
facility,4200,3,1865
fairly,4201,3,0
familiar,4202,3,0
fare,4203,3,0
farming,4204,3,0
fatal,4205,3,0
fate,4206,3,0
ferry,4207,3,0
fiction,4208,3,1735
fighter,4209,3,0
fireplace,4210,3,0
fist,4211,3,0
flame,4212,3,0
flash,4213,3,1174
flavor,4214,3,0
flesh,4215,3,0
float,4216,3,0
flood,4217,3,0
fold,4218,3,0
forecast,4219,3,2693
forever,4220,3,0
formation,4221,3,0
fort,4222,3,2341
forth,4223,3,0
fortune,4224,3,0
foundation,4225,3,1250
founder,4226,3,0
fountain,4227,3,0
fragrance,4228,3,0
frame,4229,3,1784
framework,4230,3,2457
freeze,4231,3,0
frequency,4232,3,2671
frequent,4233,3,0
fridge,4234,3,0
frost,4235,3,0
frozen,4236,3,0
fuel,4237,3,2063
fully,4238,3,1691
fund,4239,3,1200
funeral,4240,3,0
fur,4241,3,0
gang,4242,3,0
gap,4243,3,0
gear,4244,3,1842
gene,4245,3,2349
genuine,4246,3,0
girlfriend,4247,3,0
glance,4248,3,0
globe,4249,3,0
glory,4250,3,0
glow,4251,3,0
goods,4252,3,1574
gossip,4253,3,0
governor,4254,3,0
grace,4255,3,0
grain,4256,3,0
graph,4257,3,0
grateful,4258,3,0
grave,4259,3,0
greatly,4260,3,0
greenhouse,4261,3,0
greeting,4262,3,0
grocery,4263,3,0
guarantee,4264,3,2046
guardian,4265,3,0
guidance,4266,3,0
guilty,4267,3,0
gulf,4268,3,0
handy,4269,3,0
harbor,4270,3,0
harm,4271,3,0
harmful,4272,3,0
harmony,4273,3,0
harvest,4274,3,0
hawk,4275,3,0
hazard,4276,3,0
headline,4277,3,0
headphones,4278,3,0
heaven,4279,3,0
heel,4280,3,0
hell,4281,3,0
hidden,4282,3,2936
highly,4283,3,1906
hint,4284,3,0
historic,4285,3,0
historical,4286,3,1921
hollow,4287,3,0
holy,4288,3,0
homeland,4289,3,0
honor,4290,3,0
hook,4291,3,0
hopefully,4292,3,0
horizon,4293,3,0
horn,4294,3,0
horror,4295,3,0
hose,4296,3,0
hostel,4297,3,0
hourly,4298,3,0
household,4299,3,2853
housing,4300,3,1421
humidity,4301,3,0
ideal,4302,3,2979
identical,4303,3,0
identification,4304,3,0
identity,4305,3,2932
idle,4306,3,0
idol,4307,3,0
illness,4308,3,0
illustration,4309,3,0
imagination,4310,3,0
immediate,4311,3,0
immediately,4312,3,2138
immigration,4313,3,0
imperial,4314,3,0
impression,4315,3,0
impressive,4316,3,0
improvement,4317,3,2173
increasingly,4318,3,0
incredible,4319,3,0
indeed,4320,3,2895
independence,4321,3,0
indication,4322,3,0
indoor,4323,3,0
industrial,4324,3,1222
infant,4325,3,0
infection,4326,3,0
inform,4327,3,0
informal,4328,3,0
informed,4329,3,2119
initial,4330,3,1970
injection,4331,3,0
inn,4332,3,1221
inner,4333,3,0
innocent,4334,3,0
inquire,4335,3,0
inquiry,4336,3,0
insert,4337,3,0
inspector,4338,3,0
inspiration,4339,3,0
install,4340,3,2003
instance,4341,3,2965
instead,4342,3,1455
institution,4343,3,0
instruction,4344,3,0
instructor,4345,3,0
intellectual,4346,3,0
intend,4347,3,0
intense,4348,3,0
intensive,4349,3,0
intention,4350,3,0
interact,4351,3,0
interference,4352,3,0
intermediate,4353,3,0
invention,4354,3,0
investigate,4355,3,0
investment,4356,3,1166
investor,4357,3,0
invisible,4358,3,0
isolation,4359,3,0
jail,4360,3,0
jar,4361,3,0
jewel,4362,3,0
jewellery,4363,3,0
journey,4364,3,0
judgment,4365,3,0
jungle,4366,3,0
junk,4367,3,0
jury,4368,3,0
justice,4369,3,1818
justify,4370,3,0
keen,4371,3,0
keyboard,4372,3,0
kidney,4373,3,0
kit,4374,3,1359
knight,4375,3,0
knit,4376,3,0
lab,4377,3,2267
label,4378,3,1971
laboratory,4379,3,2493
lace,4380,3,0
ladder,4381,3,0
landscape,4382,3,0
largely,4383,3,0
laser,4384,3,2363
lately,4385,3,0
latitude,4386,3,0
latter,4387,3,0
launch,4388,3,0
laundry,4389,3,0
layer,4390,3,2899
leading,4391,3,1465
learned,4392,3,0
leather,4393,3,1913
legend,4394,3,0
legendary,4395,3,0
leisure,4396,3,0
lens,4397,3,0
liberty,4398,3,0
librarian,4399,3,0
lifestyle,4400,3,0
lifetime,4401,3,0
limitation,4402,3,0
literature,4403,3,1769
liver,4404,3,0
load,4405,3,2135
lobby,4406,3,0
locate,4407,3,0
logical,4408,3,0
loop,4409,3,0
loose,4410,3,0
lord,4411,3,1731
lower,4412,3,1104
luggage,4413,3,0
lung,4414,3,0
luxury,4415,3,2890
machinery,4416,3,0
magical,4417,3,0
magnet,4418,3,0
magnetic,4419,3,0
magnificent,4420,3,0
maker,4421,3,0
manage,4422,3,2217
manual,4423,3,1661
manufacture,4424,3,0
marble,4425,3,0
mate,4426,3,0
mathematical,4427,3,0
mature,4428,3,1092
mayor,4429,3,0
meaningful,4430,3,0
meanwhile,4431,3,0
mechanical,4432,3,0
medal,4433,3,0
membership,4434,3,1564
memorial,4435,3,0
mention,4436,3,0
merchant,4437,3,2153
mercy,4438,3,0
mere,4439,3,0
merit,4440,3,0
merry,4441,3,0
mess,4442,3,0
messenger,4443,3,0
metro,4444,3,0
microphone,4445,3,0
mighty,4446,3,0
mike,4447,3,1705
mine,4448,3,2768
miniature,4449,3,0
minimal,4450,3,0
minor,4451,3,2673
minority,4452,3,0
miracle,4453,3,0
missile,4454,3,0
mission,4455,3,1565
mistress,4456,3,0
mixture,4457,3,0
moderate,4458,3,0
moisture,4459,3,0
mood,4460,3,0
moral,4461,3,0
moreover,4462,3,0
mortgage,4463,3,1085
motel,4464,3,0
murder,4465,3,0
muscle,4466,3,0
mutual,4467,3,0
mysterious,4468,3,0
mystery,4469,3,0
naked,4470,3,1895
namely,4471,3,0
nasty,4472,3,0
native,4473,3,2290
naval,4474,3,0
navy,4475,3,0
necessarily,4476,3,0
necessity,4477,3,0
negotiation,4478,3,0
neighborhood,4479,3,0
nerve,4480,3,0
nickname,4481,3,0
nightmare,4482,3,0
noble,4483,3,0
northeast,4484,3,0
northwest,4485,3,0
numerous,4486,3,0
nursery,4487,3,0
nursing,4488,3,2140
nut,4489,3,0
nutrition,4490,3,2755
nylon,4491,3,0
oak,4492,3,0
observation,4493,3,0
observe,4494,3,0
occasion,4495,3,0
occasional,4496,3,0
occupation,4497,3,0
offense,4498,3,0
offensive,4499,3,0
olympic,4500,3,0
onto,4501,3,2948
opening,4502,3,2265
opera,4503,3,0
operator,4504,3,0
opponent,4505,3,0
opposite,4506,3,0
opposition,4507,3,0
optional,4508,3,1984
oral,4509,3,1950
orbit,4510,3,0
orchestra,4511,3,0
organ,4512,3,0
organic,4513,3,0
origin,4514,3,2518
otherwise,4515,3,1545
ought,4516,3,0
outcome,4517,3,0
outdoor,4518,3,1542
outdoors,4519,3,2887
outer,4520,3,0
outline,4521,3,0
outstanding,4522,3,0
oval,4523,3,0
overcome,4524,3,0
overhead,4525,3,0
overnight,4526,3,0
ownership,4527,3,0
oxygen,4528,3,0
pace,4529,3,0
pacific,4530,3,1520
packet,4531,3,0
pad,4532,3,0
pal,4533,3,0
palace,4534,3,0
palm,4535,3,1917
panic,4536,3,0
parade,4537,3,0
paradise,4538,3,0
paragraph,4539,3,0
parallel,4540,3,0
parcel,4541,3,0
parliament,4542,3,0
particularly,4543,3,1940
partly,4544,3,0
partner,4545,3,1557
partnership,4546,3,2550
passage,4547,3,0
passive,4548,3,0
passport,4549,3,0
pasta,4550,3,0
peak,4551,3,0
pearl,4552,3,0
peer,4553,3,0
penalty,4554,3,0
penguin,4555,3,0
penny,4556,3,0
perform,4557,3,2614
performer,4558,3,0
perfume,4559,3,0
permanent,4560,3,2729
permission,4561,3,2024
permit,4562,3,2955
personality,4563,3,0
pest,4564,3,0
physical,4565,3,1269
physician,4566,3,0
pickup,4567,3,0
pine,4568,3,0
pioneer,4569,3,0
pit,4570,3,0
pitch,4571,3,0
plastic,4572,3,2272
plenty,4573,3,0
plot,4574,3,0
plug,4575,3,0
poet,4576,3,0
poetry,4577,3,0
pole,4578,3,0
polish,4579,3,0
politics,4580,3,1556
poll,4581,3,0
port,4582,3,1035
portable,4583,3,2351
porter,4584,3,0
portion,4585,3,0
portrait,4586,3,0
postal,4587,3,2661
pottery,4588,3,0
pour,4589,3,0
prayer,4590,3,0
prediction,4591,3,0
pregnancy,4592,3,0
pregnant,4593,3,0
preparation,4594,3,0
presence,4595,3,2782
presentation,4596,3,2161
presently,4597,3,0
preserve,4598,3,0
presidential,4599,3,0
pressure,4600,3,1608
prevent,4601,3,2167
prevention,4602,3,2775
preview,4603,3,2805
pride,4604,3,0
privilege,4605,3,0
procedure,4606,3,2230
producer,4607,3,0
profession,4608,3,0
profit,4609,3,2314
progressive,4610,3,0
prominent,4611,3,0
promising,4612,3,0
promotion,4613,3,2926
prompt,4614,3,0
proof,4615,3,2957
proper,4616,3,2818
proportion,4617,3,0
prospect,4618,3,0
protective,4619,3,0
protein,4620,3,1548
protest,4621,3,0
province,4622,3,0
pub,4623,3,0
publication,4624,3,1492
publicity,4625,3,0
publish,4626,3,0
publisher,4627,3,1328
punch,4628,3,0
punishment,4629,3,0
pure,4630,3,0
pursuit,4631,3,0
qualification,4632,3,0
qualified,4633,3,0
qualify,4634,3,0
queue,4635,3,0
quilt,4636,3,0
racial,4637,3,0
radar,4638,3,0
radiation,4639,3,0
radical,4640,3,0
rage,4641,3,0
railway,4642,3,0
rank,4643,3,2219
rarely,4644,3,0
ray,4645,3,2480
reaction,4646,3,0
reader,4647,3,1632
readily,4648,3,0
realistic,4649,3,0
reality,4650,3,2515
rear,4651,3,0
reasonable,4652,3,2937
rebel,4653,3,0
recall,4654,3,0
receipt,4655,3,0
receiver,4656,3,0
reception,4657,3,0
recognition,4658,3,0
recognize,4659,3,0
recommend,4660,3,1976
recorder,4661,3,0
recovery,4662,3,2147
recreation,4663,3,2587
reduce,4664,3,2036
reduction,4665,3,2750
refer,4666,3,2884
reflect,4667,3,0
reflection,4668,3,0
reform,4669,3,0
refresh,4670,3,0
regarding,4671,3,1645
regardless,4672,3,0
registration,4673,3,1181
regulation,4674,3,2748
relate,4675,3,0
relationship,4676,3,1715
relatively,4677,3,0
relax,4678,3,0
reliability,4679,3,0
reliable,4680,3,0
religion,4681,3,2021
religious,4682,3,2235
rely,4683,3,0
remain,4684,3,2590
remark,4685,3,0
remarkable,4686,3,0
remedy,4687,3,0
reminder,4688,3,0
remote,4689,3,1639
remove,4690,3,1651
renew,4691,3,0
replace,4692,3,0
represent,4693,3,2976
representation,4694,3,0
representative,4695,3,2670
republican,4696,3,0
reputation,4697,3,0
requirement,4698,3,0
rescue,4699,3,0
researcher,4700,3,0
reservation,4701,3,0
reserve,4702,3,2268
residence,4703,3,0
resident,4704,3,0
resist,4705,3,0
resistance,4706,3,0
resistant,4707,3,0
responsibility,4708,3,1487
restore,4709,3,0
restriction,4710,3,0
retreat,4711,3,0
revision,4712,3,2941
reward,4713,3,0
rhythm,4714,3,0
rider,4715,3,0
rim,4716,3,0
ripe,4717,3,0
rocket,4718,3,0
rod,4719,3,0
romance,4720,3,0
romantic,4721,3,0
rough,4722,3,0
roughly,4723,3,0
route,4724,3,2532
routine,4725,3,0
rug,4726,3,0
runner,4727,3,0
running,4728,3,1103
rural,4729,3,2561
sacrifice,4730,3,0
sake,4731,3,0
salary,4732,3,0
satellite,4733,3,1930
sauce,4734,3,0
saving,4735,3,0
saw,4736,3,1694
saying,4737,3,2180
scales,4738,3,0
scan,4739,3,0
scary,4740,3,0
scenario,4741,3,0
schedule,4742,3,1255
scholar,4743,3,0
scholarship,4744,3,0
scientific,4745,3,1929
scoop,4746,3,0
scout,4747,3,0
scratch,4748,3,0
screw,4749,3,0
sculpture,4750,3,0
seafood,4751,3,0
seal,4752,3,0
secondary,4753,3,2766
selection,4754,3,1076
sensitive,4755,3,0
sentence,4756,3,0
separation,4757,3,0
sequence,4758,3,2260
session,4759,3,1498
settle,4760,3,0
settlement,4761,3,0
setup,4762,3,0
severe,4763,3,0
sexual,4764,3,2387
sexy,4765,3,1447
shame,4766,3,0
shed,4767,3,0
shell,4768,3,0
shelter,4769,3,0
shepherd,4770,3,0
shift,4771,3,0
shortly,4772,3,0
shorts,4773,3,0
shuttle,4774,3,0
signal,4775,3,2383
signature,4776,3,2882
significance,4777,3,0
silk,4778,3,0
sin,4779,3,0
sip,4780,3,0
situation,4781,3,1902
skip,4782,3,1838
slave,4783,3,0
slope,4784,3,0
smooth,4785,3,0
snap,4786,3,0
socket,4787,3,0
softball,4788,3,0
soil,4789,3,0
solar,4790,3,0
solid,4791,3,2159
somehow,4792,3,0
somewhat,4793,3,0
spare,4794,3,0
specialized,4795,3,0
species,4796,3,1860
specify,4797,3,0
spice,4798,3,0
spin,4799,3,0
spiritual,4800,3,0
split,4801,3,0
sponsor,4802,3,2366
spray,4803,3,0
spy,4804,3,0
stadium,4805,3,0
stake,4806,3,0
statistics,4807,3,1159
steady,4808,3,0
steel,4809,3,1669
stereo,4810,3,0
sticky,4811,3,0
